"代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率","涨跌速率","振幅","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前价","盘后价","盘前涨跌幅","盘后涨跌幅","盘前额","盘后额","盘前振幅","盘后振幅","盘前涨跌额","盘后涨跌额","总市值","流通值","总股本","流通股","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业","道琼斯指数相关性","纳斯达克100相关性","标普500相关性","罗素2000相关性","费城半导体指数相关性","VIX指数相关性","恒生指数相关性","恒生科技指数相关性","富时中国50指数相关性","沪深300相关性","富时中国A50指数相关性","日经225相关性","TOPIX指数相关性","富时海峡指数相关性","大马综合指数相关性","TSX相关性","ASX200相关性","期权总成交","期权总持仓","正股IV","正股HV","正股IV-正股HV","IV等级","IV百分位数","行权价","到期日","未平仓数","溢价","隐含波动率","Delta","Gamma","Theta","Vega","Rho","距到期日","内在价值","时间价值","杠杆倍数","有效杠杆","盈亏平衡点","到盈亏平衡","盈利概率"
"AAOI","Applied Optoelectronics","25.795","-2.435","-8.63%","+0.72%","+101.68%","-30.02%","25.770","25.810","4","100","2253597","59112449.69","0.000%","28.180","28.230","28.230","25.400","4.24%","-0.12%","10.03%","亏损","亏损","4.686","3.30","-92.31%","28.270","28.180","+0.14%","-0.18%","236830.04","1316418.89","1.38","2.71","+0.040","-0.050","1448108806.76","1370759636.02","56139128","53140517","-11.78%","-4.04%","+14.29%","-3.28%","+167.31%","通讯设备","0.37","0.45","0.44","0.45","0.45","-0.32","-","-","-","-","-","-","-","-","-","-","-","82980","108527","133.41%","79.98%","53.43%","42","72%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BKSY","BlackSky Technology","19.645","-2.685","-12.02%","+2.16%","+140.16%","+82.07%","19.600","19.660","100","1","2551571","50542104.18","0.000%","21.300","22.330","21.500","18.835","8.71%","-0.10%","11.93%","亏损","亏损","7.706","3.57","98.02%","21.190","22.300","-5.11%","-0.13%","2110126.82","517565.53","7.93","1.01","-1.140","-0.030","684699423.84","575207132.31","34853623","29280078","-24.12%","-12.77%","+19.28%","+40.12%","+121.23%","专业商务服务","0.40","0.41","0.42","0.49","0.40","-0.36","-","-","-","-","-","-","-","-","-","-","-","9389","53364","107.78%","131.19%","-23.41%","20","48%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TSSI","TSS Inc","24.710","-0.550","-2.18%","+2.87%","+229.91%","+108.35%","24.610","24.750","161","216","1031437","24803103.51","0.000%","25.100","25.260","25.100","23.310","6.98%","-0.16%","7.09%","69.802","102.958","65.893","2.46","-14.59%","24.990","25.600","-1.07%","+1.35%","550326.29","713975.71","5.04","2.06","-0.270","+0.340","618256505.58","365054494.63","25020498","14773553","+20.07%","-7.59%","-8.35%","+93.96%","+767.02%","信息技术服务","0.19","0.23","0.23","0.24","0.21","-0.22","-","-","-","-","-","-","-","-","-","-","-","1653","48508","132.02%","108.53%","23.48%","33","68%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AEVA","Aeva Technologies","25.320","-1.250","-4.70%","+1.04%","+238.05%","+433.05%","25.330","25.370","100","128","984533","25110041.56","0.000%","26.730","26.570","26.990","24.680","5.25%","-0.03%","8.69%","亏损","亏损","20.239","1.86","-12.28%","26.760","27.050","+0.72%","+1.81%","319051.00","818999.21","3.53","3.88","+0.190","+0.480","1393173346.08","475190568.00","55022644","18767400","-4.45%","-15.60%","-7.32%","+537.78%","+693.73%","软件基础设施","0.35","0.35","0.37","0.41","0.32","-0.32","-","-","-","-","-","-","-","-","-","-","-","828","25628","129.77%","165.34%","-35.58%","56","78%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"WULF","TeraWulf","4.995","+0.005","+0.10%","+0.40%","+64.31%","-11.75%","4.990","5.000","8517","6501","10356509","51664020.18","0.000%","5.090","4.990","5.140","4.835","3.57%","-0.30%","6.11%","亏损","亏损","12.065","1.43","13.42%","5.080","5.010","+1.80%","+0.40%","1963181.67","1831285.21","5.01","2.34","+0.090","+0.020","1945972129.95","1449866721.96","389584010","290263608","+2.57%","+3.63%","+39.92%","+7.65%","-12.67%","资本市场","0.40","0.45","0.46","0.50","0.39","-0.37","-","-","-","-","-","-","-","-","-","-","-","13914","956847","110.04%","94.75%","15.29%","15","43%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"DOCS","Doximity","59.425","-0.825","-1.37%","+0.23%","+5.57%","+11.30%","59.330","59.490","100","100","273393","16295008.04","0.000%","60.280","60.250","60.655","59.010","0.21%","0.09%","2.73%","53.536","53.536","10.286","1.03","0.00%","61.780","60.550","+2.54%","+0.50%","8047.37","906909.42","2.95","0.91","+1.530","+0.300","11137267525.98","7918328896.57","187417207","133249119","-4.23%","-3.33%","+2.49%","+4.02%","+106.48%","健康信息服务","0.28","0.31","0.32","0.33","0.25","-0.27","-","-","-","-","-","-","-","-","-","-","-","139","41827","80.55%","36.47%","44.09%","63","80%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BBAI","BigBear.ai Holdings","7.255","-0.145","-1.96%","+1.19%","+149.32%","+63.04%","7.250","7.260","522","1500","33263575","238481073.59","0.000%","7.385","7.400","7.438","6.900","11.65%","0.01%","7.26%","亏损","亏损","10.684","1.38","-48.37%","7.380","7.550","-0.27%","+2.03%","9334102.77","10769860.89","5.27","2.03","-0.020","+0.150","2112603899.15","2071849927.50","291188805","285571519","+2.18%","-4.41%","+73.57%","+96.08%","+383.67%","信息技术服务","0.26","0.35","0.34","0.41","0.34","-0.27","-","-","-","-","-","-","-","-","-","-","-","55446","917823","136.13%","143.79%","-7.66%","4","61%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ONDS","Ondas Holdings","2.098","-0.153","-6.78%","+2.07%","+162.02%","-18.07%","2.090","2.100","14529","3401","9654924","20646110.05","0.000%","2.250","2.250","2.260","2.040","5.79%","-0.76%","9.78%","亏损","亏损","14.465","2.31","62.06%","2.250","2.350","0.00%","+4.44%","694834.93","1485800.60","4.89","4.89","0.000","+0.100","376628561.96","349777518.49","179560697","166759246","-8.41%","+17.18%","+46.68%","+15.88%","+85.62%","通讯设备","0.23","0.29","0.29","0.31","0.26","-0.26","-","-","-","-","-","-","-","-","-","-","-","4005","174130","133.61%","92.74%","40.87%","12","15%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NNE","NANO Nuclear Energy","33.680","-0.420","-1.23%","+1.14%","+46.12%","+35.29%","33.610","33.730","100","55","1071593","35895650.84","0.000%","34.200","34.100","34.360","32.600","3.77%","-0.33%","5.16%","亏损","亏损","10.557","1.78","29.03%","34.200","34.310","+0.29%","+0.62%","1727139.78","1408983.53","6.66","2.11","+0.100","+0.210","1394020656.16","956887936.16","41390162","28411162","-3.99%","-0.12%","-5.37%","-3.19%","+110.90%","专用工业机械","0.19","0.25","0.24","0.23","0.27","-0.24","-","-","-","-","-","-","-","-","-","-","-","2555","110028","83.58%","76.33%","7.25%","11","14%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FINV","信也科技","9.880","-0.120","-1.20%","+0.61%","+27.98%","+51.00%","9.870","9.900","484","300","366247","3592028.75","2.390%","10.000","10.000","10.005","9.630","0.30%","0.10%","3.75%","7.159","7.853","1.162","1.41","23.47%","10.020","10.080","+0.20%","+0.80%","89394.96","3685092.58","1.40","0.80","+0.020","+0.080","2503728936.80","1210879639.84","253413860","122558668","-6.79%","-1.50%","+5.11%","+32.47%","+103.03%","信贷","0.22","0.18","0.21","0.23","0.18","-0.21","-","-","-","-","-","-","-","-","-","-","-","236","27757","129.07%","39.42%","89.65%","59","91%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QFIN","奇富科技","40.795","-1.185","-2.82%","+0.73%","-0.79%","+8.29%","40.760","40.830","400","200","998071","40631160.67","2.840%","41.320","41.980","41.500","40.310","0.96%","-0.33%","2.83%","6.281","7.092","1.706","3.14","33.33%","41.420","41.506","-1.33%","-1.13%","534457.43","737293.53","0.36","1.57","-0.560","-0.474","5485509792.16","4264152652.22","134465248","104526355","-3.85%","-8.12%","-5.52%","+0.05%","+118.51%","信贷","0.31","0.28","0.32","0.30","0.26","-0.30","-","-","-","-","-","-","-","-","-","-","-","437","15109","50.37%","32.01%","18.35%","38","31%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TTMI","TTM科技","45.390","-2.080","-4.38%","+0.73%","+126.50%","+83.39%","45.310","45.390","56","137","1270656","57119485.60","0.000%","47.045","47.470","47.045","43.500","1.27%","-0.27%","7.47%","60.520","84.055","2.906","2.45","-41.97%","47.000","48.000","-0.99%","+1.12%","104341.16","20761376.90","1.87","3.18","-0.470","+0.530","4613000905.65","4530666713.73","101630335","99816407","-0.87%","+6.47%","+22.84%","+87.72%","+108.50%","电子元件","0.51","0.55","0.56","0.62","0.54","-0.47","-","-","-","-","-","-","-","-","-","-","-","170","4071","71.02%","42.61%","28.40%","58","87%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PONY","小马智行","13.990","+1.110","+8.62%","+0.65%","+84.81%","-2.51%","13.980","14.000","200","200","8977946","124470166.03","0.000%","13.170","12.880","14.230","13.090","5.71%","-0.36%","8.85%","亏损","亏损","5.523","6.29","0.00%","13.160","13.050","+2.17%","+1.32%","1402710.75","934995.02","1.48","2.80","+0.280","+0.170","4970542816.47","2198402841.82","355292553","157141018","+6.63%","+12.01%","+23.15%","+4.09%","+7.62%","信息技术服务","0.22","0.26","0.25","0.25","0.28","-0.19","-","-","-","-","-","-","-","-","-","-","-","20384","115475","93.83%","84.59%","9.24%","5","2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CAI","Caris Life Sciences","28.480","+0.190","+0.67%","+0.53%","+35.62%","+35.62%","28.470","28.500","3124","50","95965","2716268.56","0.000%","28.220","28.290","28.730","28.030","0.41%","0.10%","2.47%","亏损","亏损","亏损","0.75","96.85%","28.210","28.680","-0.28%","+1.38%","36821.68","291634.46","2.97","1.94","-0.080","+0.390","7915525545.92","670117653.76","277932779","23529412","-1.49%","+8.33%","+9.79%","+35.62%","+35.62%","生物技术","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","38","1393","85.53%","58.56%","26.97%","49","85%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CHYM","Chime Financial","33.450","+0.240","+0.72%","+0.15%","+23.89%","+23.89%","33.340","33.450","20","216","606793","20065081.57","0.000%","33.140","33.210","33.951","32.230","1.90%","0.23%","5.18%","亏损","亏损","亏损","1.65","-83.05%","33.000","33.300","-0.63%","+0.27%","110868.65","371849.13","2.26","0.81","-0.210","+0.090","12189900446.10","1070400000.00","364421538","32000000","+9.89%","+7.56%","+12.40%","+23.89%","+23.89%","应用软件","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","847","30594","89.69%","59.94%","29.75%","24","25%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VOYG","Voyager Technologies","42.025","-1.355","-3.12%","+0.11%","+35.56%","+35.56%","41.900","42.150","14","1000","328553","13964404.68","0.000%","43.615","43.380","44.300","41.500","2.31%","-0.42%","6.46%","亏损","亏损","亏损","1.98","-97.24%","43.490","43.550","+0.25%","+0.39%","127486.06","90156.86","1.68","1.18","+0.110","+0.170","2443366783.80","596782106.13","58140792","14200645","+3.64%","-0.27%","-2.36%","+35.56%","+35.56%","航空航天与国防","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","354","11393","100.73%","98.19%","2.53%","14","5%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SOUN","SoundHound AI","11.410","-0.290","-2.48%","+0.48%","+21.64%","-42.49%","11.410","11.420","817","974","11443406","130759005.13","0.000%","11.720","11.700","11.765","11.090","3.25%","0.08%","5.77%","亏损","亏损","11.536","1.47","-8.77%","11.720","11.850","+0.17%","+1.28%","5554571.46","8443788.06","3.85","1.71","+0.020","+0.150","4580027604.18","4024158304.88","401404698","352686968","+0.97%","-10.23%","+20.23%","-19.82%","+129.12%","应用软件","0.36","0.38","0.40","0.44","0.36","-0.29","-","-","-","-","-","-","-","-","-","-","-","40089","713544","100.86%","79.78%","21.08%","29","41%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OUST","Ouster","26.210","-3.110","-10.61%","+2.28%","+239.51%","+114.48%","26.160","26.240","102","41","2109438","55904077.49","0.000%","28.630","29.320","28.670","25.050","4.14%","-0.10%","12.35%","亏损","亏损","8.395","3.14","42.66%","28.500","29.100","-2.80%","-0.75%","514914.17","1178215.89","3.31","1.09","-0.820","-0.220","1409966163.70","1334975264.94","53794970","50933814","-7.39%","+13.22%","+10.59%","+169.10%","+84.97%","电子元件","0.35","0.37","0.38","0.48","0.35","-0.34","-","-","-","-","-","-","-","-","-","-","-","2582","63139","119.44%","104.72%","14.72%","73","94%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RGTI","Rigetti Computing","15.305","-0.775","-4.82%","+0.82%","+64.57%","+0.29%","15.300","15.310","2000","314","16404309","253928931.44","0.000%","16.110","16.080","16.137","14.950","5.73%","-0.12%","7.38%","亏损","亏损","21.617","1.22","72.86%","16.090","16.260","+0.06%","+1.12%","7955040.82","18574657.76","1.37","1.24","+0.010","+0.180","4475836105.09","4384210227.88","292442738","286456075","+20.32%","+14.39%","+41.84%","+17.01%","+1357.62%","计算机硬件","0.27","0.31","0.30","0.35","0.30","-0.26","-","-","-","-","-","-","-","-","-","-","-","83980","897455","105.38%","121.30%","-15.92%","6","13%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SMR","NuScale Power","43.980","-1.460","-3.21%","+1.49%","+165.58%","+145.29%","43.980","44.010","14","108","5176850","226390965.15","0.000%","45.590","45.440","45.660","42.116","4.00%","0.02%","7.80%","亏损","亏损","8.332","2.07","-77.05%","45.730","45.950","+0.64%","+1.12%","7907377.47","35582019.40","4.56","1.54","+0.290","+0.510","5866338841.74","5687041705.50","133386513","129309725","+2.33%","+25.37%","+20.49%","+109.93%","+297.65%","专用工业机械","0.30","0.33","0.35","0.41","0.33","-0.30","-","-","-","-","-","-","-","-","-","-","-","17513","340535","109.94%","107.15%","2.79%","37","54%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LTBR","Lightbridge","12.930","-0.290","-2.19%","+1.41%","+46.10%","+173.36%","12.900","12.940","128","106","712706","9230215.30","0.000%","13.200","13.220","13.450","12.580","3.54%","0.35%","6.58%","亏损","亏损","5.312","2.15","9.40%","13.210","13.380","-0.08%","+1.21%","248594.04","484003.35","1.59","2.95","-0.010","+0.160","304479842.25","260451537.21","23548325","20143197","-3.29%","+6.68%","+2.13%","+79.33%","+321.17%","电气设备及零件","0.18","0.26","0.24","0.24","0.25","-0.20","-","-","-","-","-","-","-","-","-","-","-","645","32005","120.37%","103.98%","16.39%","25","28%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NVTS","纳微半导体","8.107","-0.363","-4.29%","+1.65%","+299.35%","+127.08%","8.100","8.110","2800","4562","25589646","211419348.58","0.000%","8.840","8.470","8.840","7.800","15.60%","0.12%","12.28%","亏损","亏损","4.554","3.54","-23.93%","8.780","8.930","+3.66%","+5.43%","12807552.79","24151837.28","6.02","9.09","+0.310","+0.460","1556374075.28","1329587188.38","191983776","164008880","+30.13%","+23.20%","+24.34%","+172.04%","+94.88%","半导体","0.20","0.28","0.26","0.28","0.30","-0.23","-","-","-","-","-","-","-","-","-","-","-","41950","313947","128.03%","113.36%","14.66%","56","86%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ZETA","Zeta Global","15.180","-0.450","-2.88%","+0.73%","+20.86%","-15.62%","15.180","15.190","106","383","2807821","42631926.38","0.000%","15.460","15.630","15.470","14.915","1.46%","0.03%","3.55%","亏损","亏损","5.285","1.47","-56.65%","15.410","15.847","-1.41%","+1.39%","1453729.65","7069218.58","2.94","1.41","-0.220","+0.217","3575559938.94","2915980316.70","235544133","192093565","+8.12%","+1.20%","-9.70%","-15.95%","-27.85%","软件基础设施","0.38","0.41","0.42","0.46","0.34","-0.34","-","-","-","-","-","-","-","-","-","-","-","7998","204617","65.01%","82.11%","-17.10%","24","20%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SGOV","0-3月美国国债ETF-iShares","100.610","+0.010","+0.01%","-0.01%","+1.04%","+2.37%","100.610","100.620","691559","535718","2812686","282999101.31","4.530%","100.620","100.600","100.620","100.610","0.55%","0.00%","0.01%","-","-","0.997","1.68","12.70%","100.610","100.600","+0.01%","0.00%","6864556.92","24401360.47","0.01","0.01","+0.010","+0.000","51416740500.00","51416740500.00","511050000","511050000","+0.09%","+0.15%","+0.34%","+2.04%","+4.64%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","457","6.20%","0.24%","5.96%","51","93%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"INOD","Innodata","45.730","-2.010","-4.21%","+0.86%","+22.08%","+15.71%","45.710","45.730","6","200","799326","36332777.10","0.000%","46.910","47.740","47.113","44.250","2.62%","0.02%","6.00%","42.342","51.382","19.230","2.05","-94.18%","46.790","47.588","-1.99%","-0.32%","832794.76","1169377.68","2.01","1.02","-0.950","-0.152","1451713026.30","1395632406.64","31745310","30518968","-6.86%","-10.28%","-3.24%","+34.78%","+159.39%","信息技术服务","0.33","0.37","0.37","0.38","0.34","-0.31","-","-","-","-","-","-","-","-","-","-","-","748","65767","110.80%","69.05%","41.75%","46","61%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RKLB","Rocket Lab","46.020","-1.170","-2.48%","+1.12%","+110.33%","+80.68%","45.980","46.040","300","313","9784983","447184091.47","0.000%","45.815","47.190","47.870","44.460","2.32%","-0.37%","7.23%","亏损","亏损","51.133","1.75","-2.12%","45.550","47.310","-3.48%","+0.25%","27194978.85","12655995.49","3.92","1.12","-1.640","+0.120","22059167204.10","19377496575.06","479338705","421066853","+3.18%","+18.79%","+40.39%","+58.80%","+761.80%","航空航天与国防","0.41","0.43","0.44","0.50","0.38","-0.40","-","-","-","-","-","-","-","-","-","-","-","34065","731109","98.57%","82.27%","16.30%","40","69%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SOFI","SoFi Technologies","20.725","-0.435","-2.05%","+0.67%","+68.36%","+34.58%","20.720","20.730","981","4468","32923091","670865377.50","0.000%","20.790","21.160","20.980","19.820","3.15%","0.17%","5.48%","48.198","53.141","3.430","3.49","-63.99%","20.130","20.940","-4.87%","-1.04%","19390685.68","41785280.23","5.58","1.28","-1.030","-0.220","22908871237.22","21678621417.05","1105363096","1046003002","-1.12%","+3.89%","+34.93%","+28.17%","+174.87%","信贷","0.57","0.56","0.60","0.69","0.49","-0.48","-","-","-","-","-","-","-","-","-","-","-","201727","3235057","69.34%","39.82%","29.51%","22","57%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ODD","ODDITY Tech","69.550","-0.680","-0.97%","+0.10%","+58.43%","+65.52%","69.490","69.730","100","39","146560","10073624.54","0.000%","68.990","70.230","70.150","67.660","0.38%","0.14%","3.55%","39.971","42.408","11.842","0.68","43.89%","68.930","70.230","-1.85%","0.00%","24191.01","628552.03","2.89","0.33","-1.300","0.000","3904799342.60","2713869098.20","56143772","39020404","-4.80%","-5.86%","-6.05%","+56.05%","+76.30%","软件基础设施","0.35","0.30","0.34","0.37","0.24","-0.27","-","-","-","-","-","-","-","-","-","-","-","63","10938","74.75%","39.40%","35.35%","48","89%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RBRK","Rubrik","84.820","-1.710","-1.98%","+0.64%","+24.35%","+29.77%","84.690","84.830","2","200","615361","51910141.27","0.000%","86.300","86.530","86.355","83.020","0.54%","-0.05%","3.85%","亏损","亏损","亏损","1.17","-98.02%","86.000","86.520","-0.61%","-0.01%","70540.87","11871397.04","0.61","0.35","-0.530","-0.010","16412105947.00","9756199798.36","193493350","115022398","-2.89%","-2.36%","-5.45%","+15.89%","+145.57%","软件基础设施","0.46","0.54","0.53","0.46","0.46","-0.43","-","-","-","-","-","-","-","-","-","-","-","1138","44953","58.68%","50.14%","8.54%","21","38%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AS","亚玛芬体育","37.705","-0.475","-1.24%","+0.41%","+56.58%","+34.85%","37.680","37.740","190","50","1161343","43292244.02","0.000%","38.395","38.180","38.530","36.880","0.69%","-0.01%","4.32%","103.585","287.824","4.007","2.94","58.33%","38.550","38.530","+0.97%","+0.92%","16006.22","1628678.69","1.96","0.92","+0.370","+0.350","20910116371.43","6348376672.92","554571446","168369624","-4.35%","-0.30%","+1.58%","+18.20%","+236.65%","休闲","0.45","0.47","0.48","0.46","0.43","-0.37","-","-","-","-","-","-","-","-","-","-","-","412","10901","54.31%","27.33%","26.98%","43","47%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"JOBY","Joby Aviation","16.295","-0.545","-3.24%","+1.27%","+151.47%","+100.43%","16.290","16.300","100","100","20462007","327409823.52","0.000%","16.180","16.840","16.655","15.510","4.10%","0.28%","6.80%","亏损","亏损","15.959","1.79","0.00%","16.200","16.400","-3.80%","-2.61%","14436459.22","23610903.12","4.69","4.63","-0.640","-0.440","13712240316.47","8142162002.43","841499866","499672415","+16.81%","+43.06%","+91.48%","+94.68%","+151.85%","机场和航空服务","0.38","0.37","0.39","0.52","0.36","-0.31","-","-","-","-","-","-","-","-","-","-","-","43808","442001","99.91%","96.01%","3.90%","71","96%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OMDA","Omada Health","18.700","+0.590","+3.26%","-0.58%","-1.58%","-1.58%","18.590","18.820","100","112","205112","3818370.13","0.000%","18.200","18.110","19.190","18.090","2.26%","0.03%","6.07%","亏损","亏损","亏损","2.95","-5.66%","17.899","18.110","-1.16%","0.00%","3685.35","20769.01","2.73","0.61","-0.211","0.000","1064578658.00","169889500.00","56929340","9085000","+3.95%","+6.98%","+25.93%","-1.58%","-1.58%","健康信息服务","0.04","0.01","0.04","-0.14","-0.10","0.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GLXY","Galaxy Digital","27.320","-0.130","-0.47%","+1.02%","+16.26%","+16.26%","27.280","27.340","300","64","4203365","117108026.46","0.000%","28.200","27.450","28.930","26.680","2.63%","-0.37%","8.20%","27.877","27.877","2.372","1.73","64.84%","28.210","27.950","+2.77%","+1.82%","5670529.41","5947167.75","6.19","3.89","+0.760","+0.500","4512252313.08","4372909958.80","165162969","160062590","+30.97%","+40.39%","+47.92%","+16.26%","+16.26%","资本市场","0.27","0.32","0.30","0.32","0.24","-0.23","-","-","-","-","-","-","-","-","-","-","-","18561","188725","109.55%","85.56%","23.99%","97","95%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"KULR","KULR Technology","6.555","-0.125","-1.87%","+0.23%","-37.93%","-76.92%","6.540","6.570","300","100","540566","3561596.86","0.000%","6.858","6.680","6.858","6.460","1.41%","-0.08%","5.96%","亏损","亏损","2.821","1.01","50.00%","6.880","6.680","+2.99%","0.00%","125983.34","188542.18","3.44","3.44","+0.200","0.000","253014806.25","250685165.81","38598750","38243351","+6.59%","-4.17%","-2.02%","-62.41%","+164.31%","电子元件","0.14","0.14","0.15","0.16","0.13","-0.09","-","-","-","-","-","-","-","-","-","-","-","632","147085","131.21%","139.39%","-8.19%","5","22%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LIST2542","昨日强势股","0.080","+0.001","+1.28%","+0.03%","-51.26%","-87.38%","0.000","0.000","0","0","1544733488","3742146216.00","0.000%","0.079","0.079","0.080","0.076","0.17%","0.00%","5.20%","亏损","亏损","亏损","0.00","23.94%","-","-","-","-","0.00","0.00","-","-","-","-","459438242854.46","441053734595.76","949924903463","922934937648","-4.15%","-13.41%","-29.23%","-81.43%","-98.52%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SMH","半导体指数ETF-VanEck","285.185","-5.325","-1.83%","+0.36%","+36.47%","+17.76%","285.170","285.200","60","60","3988032","1134933456.33","0.380%","289.735","290.510","289.840","282.120","4.24%","0.11%","2.66%","-","-","0.994","3.06","0.00%","289.570","289.790","-0.32%","-0.25%","6715425.92","128463370.52","0.65","0.62","-0.940","-0.720","26847850336.69","26847850336.69","94141874","94141874","-1.93%","+0.60%","+8.88%","+18.60%","+11.15%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33002","1089500","34.56%","20.02%","14.54%","13","27%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QQQJ","INVESCO NASDAQ NEXT GEN 100 ETF","32.840","+0.140","+0.43%","-0.03%","+14.71%","+6.81%","32.870","32.910","400","1000","14061","461309.28","0.650%","32.770","32.700","32.942","32.710","0.07%","0.00%","0.71%","-","-","1.003","1.54","-42.86%","32.950","32.700","+0.76%","0.00%","823.37","556.44","0.12","0.28","+0.250","0.000","631513232.84","631513232.84","19230001","19230001","+1.92%","+1.67%","+4.85%","+1.92%","+15.68%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8","1742","15.24%","9.83%","5.40%","18","20%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SFM","Sprouts Farmers Market","165.970","-0.240","-0.14%","+0.20%","-0.43%","+30.61%","165.750","166.240","53","31","143807","23696281.60","0.000%","165.670","166.210","166.960","162.950","0.15%","-0.26%","2.41%","37.380","44.258","12.609","0.66","26.19%","165.530","166.210","-0.41%","0.00%","22628.96","6041490.08","0.64","0.00","-0.680","0.000","16241595161.40","16162807376.73","97858620","97383909","+0.80%","+4.46%","-4.22%","+8.98%","+99.34%","杂货店","0.36","0.29","0.33","0.36","0.21","-0.30","-","-","-","-","-","-","-","-","-","-","-","245","24311","54.22%","32.71%","21.51%","57","83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APP","Applovin","351.870","-14.300","-3.91%","+1.22%","+31.35%","+8.66%","351.370","351.890","8","100","1696265","595313722.68","0.000%","364.170","366.170","364.890","343.000","0.76%","-0.39%","5.98%","63.629","77.675","206.982","2.38","-85.19%","364.630","366.990","-0.42%","+0.22%","4468996.51","29554930.08","1.32","0.82","-1.540","+0.820","119068184428.20","78763125846.63","338386860","223841549","-0.31%","+2.07%","+4.91%","-2.46%","+322.72%","广告代理","0.36","0.51","0.48","0.39","0.43","-0.40","-","-","-","-","-","-","-","-","-","-","-","32638","312937","85.31%","47.94%","37.37%","43","71%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
